,ArticleId,SentenceNumber,Sentence,Propaganda,avg_word_sim,avg_sent_sim,x_y,x_2,y_2
28,111111131,27,"Instead he predicted he could ""solve a big problem, a big dilemma"" alongside his new partner. ",yes,21.717485781597873,0.8217783248503507,17.84695908556281,471.64918867390577,0.6753196151938485
29,111111131,28,"""Working together, we'll get it taken care of,"" Trump said. ",yes,16.732693267833547,0.8217783248503507,13.750564643874993,279.9830239954021,0.6753196151938485
30,111111131,32,"Other unforeseen events also surrounded the summit, increasing the drama. ",yes,7.450029546336656,0.8217783248503507,6.122272800674155,55.50294024128915,0.6753196151938485
31,111111131,33,"Minutes before the historic handshake, Trump tweeted that his top economic adviser Larry Kudlow had suffered a heart attack. ",yes,8.28944368211918,0.8217783248503507,6.812085143033222,68.71487655902558,0.6753196151938485
32,111111131,35,Even Kim seemed to acknowledge the surreality of the day. ,yes,8.55620196996194,0.8217783248503507,7.031301321956594,73.20859215078058,0.6753196151938485
33,111111131,37,"At the conclusion of the summit, Trump hailed the talks as a historic, and personal, achievement. ",yes,0.0,0.8217783248503507,0.0,0.0,0.6753196151938485
34,111111132,4,"But the 7-year-old is also a huge fan of the weekly Bible course at Princeton Primary, his public elementary school. ",yes,0.9582621753885959,0.5838108755089229,0.5594438795807012,0.9182663967804842,0.340835138362495
35,111111132,25,“Any time God’s word can be proclaimed is beneficial and is a good thing.” ,yes,7.2412287057696725,0.5838108755089229,4.227508070475737,52.435393169262724,0.340835138362495
36,111111132,50,Bypassing the class left her vulnerable to bullying. ,yes,19.35280909471739,0.5838108755089229,11.298380421144005,374.5312198565761,0.340835138362495
37,111111132,51,Deal said other students told her daughter that she was going to hell. ,yes,54.45130807129014,0.5838108755089229,31.789265837705976,2964.944950674547,0.340835138362495
38,111111132,52,"One day a student saw her daughter reading a “Harry Potter” novel and told her, according to the mother: “You don’t need to be reading this. ",yes,90.93581556545568,0.5838108755089229,53.08931810038662,8269.322552554573,0.340835138362495
39,111111132,53,You need to be reading the Bible.” ,yes,5.9491286282783795,0.5838108755089229,3.473165992990398,35.392131435801396,0.340835138362495
40,111111132,58,Deal said she joined the suit because she believes strongly in the separation of church and state. ,yes,10.616466191096057,0.5838108755089229,6.198008421834668,112.70935438668562,0.340835138362495
41,111111132,68,"Beneath a Chick-fil-A billboard in Princeton, another asks: “If you die tonight. ",yes,16.17222230170351,0.5838108755089229,9.441519260882453,261.54077417571636,0.340835138362495
42,111111132,69,Heaven or Hell?” ,yes,13.471124343009205,0.5838108755089229,7.864588896781767,181.47119106481517,0.340835138362495
43,111111134,12,"In a statement, Manafort called the story “totally false and deliberately libelous” and said he was considering his legal options against the Guardian. ",yes,2.35049516494908,0.5800510708584554,1.3634072374763357,5.524827520449004,0.3364592448040409
44,111111134,15,I have never reached out to Assange or WikiLeaks on any matter.” ,yes,0.0,0.5800510708584554,0.0,0.0,0.3364592448040409
45,111111137,3,"New gun control measures for Florida have passed another legal hurdle, weeks after one of the worst school shootings in US history. ",yes,0.5983582677745264,0.6074184015162876,0.36345382254565756,0.3580326166141318,0.3689571145006019
46,694327499,5,"Thus, it took more than a year-and-a-half for the Factory to roll out the old reliable “mistranslation” defense to explain away the infamous paragraph 303 of Amoris Laetita (AL), which reads as follows in the official English translation on the Vatican website: ",yes,0.0,0.4533814960432602,0.0,0.0,0.20555478095442478
47,694327499,12,"All of the critics of AL are wrong—every one of them!—because, you see, the original Latin text does not say what the English text does. ",yes,0.0,0.4533814960432602,0.0,0.0,0.20555478095442478
48,694327499,26,And that is exactly the nonsense Fastiggi and Goldstein expect us to swallow: “Pope Francis is not talking about an offering of an objectively sinful action but a gift of self that moves toward God and the objective moral norm.” ,yes,46.32815091570907,0.4533814960432602,21.00432637108211,2146.297567268715,0.20555478095442478
49,694327499,28,"So, our intrepid presenters of What the Pope Really Means® would have us believe that objectively immoral behavior, which is the best one can do according “the “concrete complexity of one’s limits,” is no longer simply objectively immoral behavior but rather a gift of self because it moves toward morally licit behavior. ",yes,48.754387619241975,0.4533814960432602,22.10433719748493,2376.990312127295,0.20555478095442478
50,694327499,33,"Do not all those ignorant critics of AL know that the Latin text employs the phrase “obiectivum exemplar,” which, translated literally into English is “objective exemplar.” They declare triumphantly: “The Latin term exemplar does not mean an unattainable ideal, it specifically means a pattern or model to follow.” ",yes,6.298902792762661,0.4533814960432602,2.855805971613805,39.67617639267325,0.20555478095442478
51,694811415,1,“It’s gotta be a set-up”: Neighbor of Las Vegas Shooter Claims He Didn’t Do It ,yes,0.32950504294531296,0.6638138601054501,0.2187300144817403,0.10857357332639254,0.440648840868098
52,694811415,4,A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”. ,yes,0.8500090157243076,0.6638138601054501,0.5642477658523869,0.7225153268126063,0.440648840868098
53,694811415,6,"“I can tell you 100% this is not that kind of guy,” said Rick, adding that he would see Paddock every other day and that the two would go to a local bar and play slot machines. ",yes,2.6091718842847054,0.6638138601054501,1.732004460185641,6.8077779217418,0.440648840868098
54,694811415,8,"“I’m not a big conspiracy theory guy, but it don’t sit right,” said Rick, before making the extraordinary claim that the whole shooting was a “set up” and that Paddock’s body may have been left in the hotel room while other assailants carried out the shooting. ",yes,12.777694798718581,0.6638138601054501,8.482010907586714,163.2694843691999,0.440648840868098
55,695833178,1,Confirmed: Authorities LIED About Las Vegas Shooter’s Hotel Check-In Date – What Else Are They Hiding? ,yes,0.27093172739204835,0.7289239830811804,0.19748863387367643,0.0734040009076392,0.531330173110933
56,695833178,4,"From reports of multiple shooters to officials seemingly covering up the ISIS connection, many different theories have been put forth that counter the mainstream narrative. ",yes,1.7130555575862954,0.7289239830811804,1.248687280275155,2.9345593433772934,0.531330173110933
57,695833178,5,"Now, new information released by investigative reporter Laura Loomer proves that authorities have directly lied to the American people about the case at least once by claiming that supposed shooter Stephen Paddock checked into the Mandalay Bay Hotel on September 28th when valet records (with photos) prove he actually arrived three days earlier. ",yes,1.9121841411561384,0.7289239830811804,1.3938368805561987,3.656448189689039,0.531330173110933
58,695833178,6,"According to Loomer, she obtained the image from a source which shows that Paddock’s car first arrived September 25th. ",yes,1.745202363813784,0.7289239830811804,1.2721198583138347,3.045731290661219,0.531330173110933
59,695833178,7,The photo even has a handwritten note that was reportedly written by an FBI agent – proving that the FBI specifically lied to the country. ,yes,5.2803413764828,0.7289239830811804,3.848967468174206,27.882005052196277,0.531330173110933
60,696246189,8,"Soon after the photos were leaked, Twitter was abuzz with chatter referencing the paper, with people spreading cover-up conspiracies and rumors that it was a suicide note. ",yes,4.219720776599072,0.6686118169740758,2.821355175565164,17.806043432461873,0.44704176179737504
61,696264594,5,These days it’s instead partnering with Jewish Voice for Peace: an anti-Israel BDS hate group that defends anti-Semitism and which sponsored talks by an anti-Semite who accused Jews of drinking blood. ,yes,1.6835785459395691,0.8042702441075555,1.3540521281170608,2.834436720347994,0.6468506255568269
62,696264594,9,"He had tweeted, ""EU no longer considers #Hamas a terrorist group. ",yes,2.09223683395638,0.8042702441075555,1.682723829176917,4.377454969363818,0.6468506255568269
63,696264594,10,"Time for US to do same."" ",yes,3.402916780024112,0.8042702441075555,2.736864709347689,11.579842611769669,0.6468506255568269
64,696264594,11,Kuttab has defended Islamic anti-Semitism by claiming that the “distrust Moslems feel towards Jews” is due to “two acts of betrayal by Jewish tribes against the Prophet.” And that Jews suffer from a “Holocaust Syndrome” of entitlement. ,yes,7.735459220977349,0.8042702441075555,6.221399675939494,59.8373293594035,0.6468506255568269
65,696264594,12,"He justified hijacking planes, described suicide bombers as “taking the supreme sacrifice” and defended Hezbollah as “an armed-resistance movement” ",yes,1.9444847712920887,0.8042702441075555,1.5638912416705126,3.781021025786847,0.6468506255568269
66,696264594,33,"A third AJHS-JVP event featured Efrat Yerday, an anti-Israel activist, accusing Israel of racism. ",yes,6.812879643906157,0.8042702441075555,5.479396374279801,46.41532904235089,0.6468506255568269
67,696264594,34,"Efrat has claimed that, ""Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews. ",yes,10.669013896036763,0.8042702441075555,8.58077041055239,113.82785751382553,0.6468506255568269
68,696264594,35,"Being Jewish is highly identified with being white because of Zionism."" ",yes,25.973038372963966,0.8042702441075555,20.889341912438635,674.5987223234587,0.6468506255568269
69,696694316,7,"With the hindsight of 52 years and a great deal of very dirty and unappealing water under the Catholic bridge, we can see it as a kind of warning prophecy. ",yes,3.0086331663509216,0.5708364547158321,1.7174374902202285,9.051873529666771,0.32585425803254026
70,696694316,10,Who can read this without cringing at what we now know was about to happen: ,yes,2.5607248278574817,0.5708364547158321,1.4617550822369743,6.557311644005729,0.32585425803254026
71,696694316,26,"My acceptance from the reading of this document of the Church’s orthodox eucharistic doctrine was based in part on Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it. ",yes,0.0,0.5708364547158321,0.0,0.0,0.32585425803254026
72,696694316,29,The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I’d ever heard. ,yes,8.902113498781462,0.5708364547158321,5.081650909122362,79.24762474518712,0.32585425803254026
73,696694316,30,It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept. ,yes,6.131802724300016,0.5708364547158321,3.500256528156302,37.5990046497331,0.32585425803254026
74,696694316,31,"It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”. ",yes,4.889269525848956,0.5708364547158321,2.7909732822857753,23.904956496395275,0.32585425803254026
75,696694316,34,"I had been taught, by both word and implication, that everything the Catholic Church had taught before Vatican II was pernicious nonsense. ",yes,109.72356701117342,0.5708364547158321,62.63421199143326,12039.261157655463,0.32585425803254026
76,696694316,35,Where it was simply wrong it was ridiculous and where it was wrong and political it was outright wicked. ,yes,25.61875084611804,0.5708364547158321,14.624116907246247,656.3203949154738,0.32585425803254026
77,696694316,55,"This was, remember, 1965, four years before the New Mass was issued and before Cardinal Ottaviani warned the pope that it was precisely this sacramental reality that was about to be catastrophically obscured. ",yes,25.18588714860936,0.5708364547158321,14.377022528785204,634.3289114624862,0.32585425803254026
78,696735702,8,"As part of the constantly changing story, officials are now saying that police officers who rushed to the hotel room when the shooting began didn’t know a hotel security guard had been shot “until they met him in the hallway after exiting the elevator,” Lombardo said. ",yes,2.0873978398025623,0.7038190822860695,1.4691504319757633,4.357229741612404,0.49536130059000505
79,697063039,3,"In the wake of Hurricane Maria’s wrath, Puerto Rico remains devastated. ",yes,0.5563388602396729,0.6855417955208326,0.3813935411667189,0.30951292741277836,0.46996755340592705
80,697444415,4,"Palermo, who has done various interviews since the attack, appeared on “The Blast” with a series of shocking comments that correlate with various other reports indicating that multiple shooters carried out the attack and that the FBI is actively covering this up. ",yes,1.7499408046088576,0.7460115483965553,1.3054760492485675,3.062292819635096,0.5565332303410259
81,697444415,8,“When something is coming up and down or at least from a different angle they are either going to hit the ground or… alot of different things are going to happen. ,yes,4.0062177270822135,0.7460115483965553,2.98868468979433,16.049780476787777,0.5565332303410259
82,697444415,10,Take note that what he means here is that people were being shot at from ground level rather than the 32nd floor of the hotel. ,yes,2.9586497564990406,0.7460115483965553,2.2071868860089405,8.753608381631832,0.5565332303410259
83,697454736,12,"Mr. Ferrara, however, bases his critique upon an assumption that the “generous response” offered to God is a sin. ",yes,0.0,0.6911856356733491,0.0,0.0,0.4777375829611717
84,697454736,13,"This, though, is not what AL is saying. ",yes,8.673131253106805,0.6911856356733491,5.994743738457018,75.22320573361802,0.4777375829611717
85,697454736,31,"Pope Francis explains this again in AL 305 when he says “a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order, but moves through the day without confronting great difficulties.’” ",yes,4.132152146626857,0.6911856356733491,2.8560842081652784,17.07468136287294,0.4777375829611717
86,697454736,51,"With all due respect to Dr. Fastiggi, his argument and that of Buttiglione, that a “move away from sin” is what is pleasing to God, even if the moral norm is not adhered to, is sophistical. ",yes,19.489712376575998,0.6911856356733491,13.471009238094421,379.8488885216596,0.4777375829611717
87,697959084,3,"In yet another astonishing eyewitness report that contradicts the official story surrounding the worst mass shooting in American history, a married couple who were celebrating their 10th anniversary in Las Vegas at the time of the shooting have come forward to reveal that there was an active shooter inside the Bellagio Hotel around the same time that supposed lone gunman Stephen Paddock was found dead. ",yes,1.4413485651010898,0.8225211080245172,1.1855396188164962,2.0774856861189703,0.6765409731458795
88,697959084,11,Jeff then describes a scene in which he and his wife were walking through the main lobby when screams and gunfire erupted. ,yes,7.1597907980581335,0.8225211080245172,5.889079060442518,51.262604271957926,0.6765409731458795
89,697996062,3,"Or rather, ""Two illegal aliens caught smuggling less glamorous illegal aliens."" ",yes,0.8137885325181671,0.6164098161150164,0.5016272396860324,0.6622517756580719,0.3799610614029484
90,697996062,7,"If you legalize them, you move closer to legalizing all illegals. ",yes,3.0125842851074416,0.6164098161150164,1.8569865252140663,9.075664074876315,0.3799610614029484
91,698018235,5,The American Jewish Historical Society was caught collaborating with JVP; a radical anti-Israel hate group with links to anti-Semitism. ,yes,0.5250922768452654,0.7198152375921429,0.377969422015174,0.2757218992025448,0.5181339762698332
92,698018235,8,These days it’s instead partnering with Jewish Voice for Peace: an anti-Israel BDS hate group that defends anti-Semitism and which sponsored talks by an anti-Semite who accused Jews of drinking blood. ,yes,4.237440055193879,0.7198152375921429,3.0501739201118454,17.955898221361505,0.5181339762698332
93,698018235,10,"He had tweeted, ""EU no longer considers #Hamas a terrorist group. ",yes,2.2618761803204217,0.7198152375921429,1.6281329401413531,5.116083855100901,0.5181339762698332
94,698018235,11,"Time for US to do same."" ",yes,1.1179127087640546,0.7198152375921429,0.8046906020662741,1.249728824416186,0.5181339762698332
95,698018235,18,There's an outbreak of them at anti-Israel hate sites like the New York Times and the Forward. ,yes,3.6362255141953255,0.7198152375921429,2.6174105324391204,13.222135990085059,0.5181339762698332
96,698092698,5,The words “conspiracy theorists” are being bandied about. ,yes,4.766070586137813,0.670501815484457,3.195658980732474,22.715428832048037,0.4495726845679528
97,698092698,6,Are they for real? ,yes,2.1730712325678314,0.670501815484457,1.4570482066137775,4.722238581813874,0.4495726845679528
98,698092698,8,Do the FBI and law enforcement think people won’t talk about it or speculate as to what happened? ,yes,0.0,0.670501815484457,0.0,0.0,0.4495726845679528
99,698092698,9,Are they for real? ,yes,1.6842129919190238,0.670501815484457,1.1292678687442146,2.83657340214883,0.4495726845679528
100,698092698,10,"Further, the FBI insists there is no jihad motive, while saying they don’t know his motive. ",yes,1.7448081863789748,0.670501815484457,1.1698970566392455,3.0443556072550875,0.4495726845679528
101,698092698,24,"That raised a number of question, including why no one called 911 after what must have been a loud volley of shots in a hotel hallway. ",yes,2.6078571205532013,0.670501815484457,1.7485729338549898,6.800918761220034,0.4495726845679528
102,698780559,1,"The Las Vegas Security Guard Credited With Finding Shooter, Mysteriously Vanished Into Thin Air ",yes,0.292397596449545,0.6726478065324285,0.19668060188714065,0.08549635440947097,0.45245507163288734
103,698780559,5,"But the narrative surrounding him has changed wildly since the authorities mentioned him, and now, he’s mysteriously vanished into thin air. ",yes,1.4333733676186615,0.6726478065324285,0.9641554516706929,2.0545592109984625,0.45245507163288734
104,698780559,7,His mere existence appears to have been fabricated by the very authorities who are cramming lies down our throats about this massacre for the sake of political agendas. ,yes,1.0700993064876558,0.6726478065324285,0.7197999512807947,1.145112525745362,0.45245507163288734
105,698780559,8,"There are two conflicting timelines of Campos’s injury, but what the media has so far made clear, is that they want the public to believe Campos was walking down the Mandalay Bay Hotel & Casino’s 32nd floor hallway, when Stephen Paddock spotted him on a camera he’d allegedly set up in a room service cart, just outside his suite. ",yes,2.8000304380603644,0.6726478065324285,1.883434332385339,7.840170454064516,0.45245507163288734
106,700551604,20,"Otherwise, I will let all your cherished long-secret records relating to the JFK assassination be shown to the American people.” ",yes,5.946321183373308,0.8379119641817793,4.982493662416051,35.358735615834135,0.7020964597189674
107,700551604,24,Trump is in the driver’s seat because the CIA cannot afford to permit the American people to see the records it wants to continue to be kept secret. ,yes,8.254320132258815,0.8379119641817793,6.916393595006188,68.13380084581318,0.7020964597189674
108,700551604,25,"And once the CIA gives Trump what he wants, he will cave and give the CIA the continued secrecy it so desperately needs. ",yes,6.14772540302745,0.8379119641817793,5.151252667700951,37.79452763102902,0.7020964597189674
109,700551604,29,"“National security” of course, the two most important and meaningless words in the American political lexicon. ",yes,12.458957035574029,0.8379119641817793,10.439509161334232,155.2256104142796,0.7020964597189674
110,700551604,32,"Whatever definition that one might put on that nebulous term, no reasonable person can honestly believe that the release of 50-year-old records are going to result in the United States falling into the ocean or even that the communists are going to take over the federal government. ",yes,11.703318686538262,0.8379119641817793,9.806350748082597,136.96766827867566,0.7020964597189674
111,700551604,34,Really? ,yes,63.247111390855544,0.8379119641817793,52.99551133433555,4000.197099287289,0.7020964597189674
112,700551604,35,"What, like the CIA was using typewriters instead of computers and pay telephones instead of cell phones? ",yes,10.863088647836086,0.8379119641817793,9.102311945989124,118.00669497074526,0.7020964597189674
113,700551604,36,What is amazing (or not) is the extreme nonchalance of the mainstream media to the CIA’s request for continued secrecy. ,yes,3.4213889079028683,0.8379119641817793,2.866822700050645,11.705902059120781,0.7020964597189674
114,700551604,38,"It’s essentially an admission of guilt, given that it is absolutely ludicrous to think that “national security” would be threatened by the release of the CIA’s long-secret JFK-assassination-related records. ",yes,5.766707439771935,0.8379119641817793,4.831993157720981,33.25491469592098,0.7020964597189674
115,700662577,1,Puerto Rico’s Power Grid Failure Is Causing A Public Health Crisis Of Epic Proportions ,yes,0.31256443117042,0.7374026921921153,0.2304858530285648,0.09769652363288821,0.5437627304521795
116,700662577,3,"One month after the devastating Hurricane Maria wreaked havoc on the island of Puerto Rico, the territory is still facing a public health crisis. ",yes,0.6082009928170689,0.7374026921921153,0.44848904949722396,0.36990844766366826,0.5437627304521795
117,700662577,4,And it’s a crisis of epic proportions. ,yes,1.6847267128500092,0.7374026921921153,1.2423220136635695,2.8383040969903974,0.5437627304521795
118,700662577,6,"According to Slate, the image quickly made the rounds on the internet; it currently has almost 9,000 retweets and many speculate that that’s probably because the blurry picture feels like it’s worth a good deal more than 1,000 words. ",yes,1.5449753234657972,0.7374026921921153,1.139268962894063,2.3869487501182447,0.5437627304521795
119,700662577,7,It illuminates just a small sliver of the public health crisis Puerto Rico is currently facing. ,yes,1.5576714277317465,0.7374026921921153,1.1486311043601258,2.4263402767718576,0.5437627304521795
120,700662577,12,And calls for help have gone unanswered besides the few willing to travel to the devastated island privately. ,yes,4.792428372622836,0.7374026921921153,3.533949584109957,22.967369706720362,0.5437627304521795
121,700662577,13,Senator Martin Heinrich (D-NM) along with a handful of other lawmakers are calling on the federal government to continue to provide aid to the post-apocalyptic ravaged territory. ,yes,10.354896427100869,0.7374026921921153,7.635728502714696,107.22388001598634,0.5437627304521795
122,700662577,15,"The islands are grappling with physician shortages, Medicaid programs facing an impending funding cliff, and widespread disparities in Federal health programs—and that was before hurricane season,” the lawmakers stated in a letter. ",yes,0.0,0.7374026921921153,0.0,0.0,0.5437627304521795
123,701225819,3,"David Duke, the white supremacist icon and former Grand Wizard of the Ku Klux Klan, has been denounced by many as a hatemonger, and rightfully so. ",yes,0.6360775576737389,0.6967129613730048,0.4431634788697788,0.4045946593761886,0.485408950545142
124,701225819,4,"However, one individual who represents the Muslim community of South Florida, Sofian Zakkout, is enamored with Duke and has been promoting Duke’s bigoted work for many years. ",yes,1.2045153450926644,0.6967129613730048,0.8392014530987371,1.4508572165637006,0.485408950545142
125,701225819,10,"Three of the videos were put out by Duke’s official website, DavidDuke.com, one referring to CNN news anchor Wolf Blitzer as a “Jewish Zionist Agent.” The fourth video was a news report featuring a clip of Duke being interviewed at a white nationalist rally held in Charlottesville, Virginia this past August. ",yes,3.422806552271872,0.6967129613730048,2.38471368924026,11.715604694275259,0.485408950545142
126,701225819,11,"At this same rally, a white nationalist plowed his car into a group of people who were protesting the rally, killing one. ",yes,1.760795835292605,0.6967129613730048,1.2267692807799644,3.1004019735837827,0.485408950545142
127,701225819,14,"In February 2016, Zakkout publicized on his Facebook page a bizarre Duke report, titled in part ‘Dr. ",yes,24.067777333671074,0.6967129613730048,16.768332419808054,579.2579057831712,0.485408950545142
128,701225819,15,"David Duke Exposes the Real Racist Jewish Supremacists Who Orchestrate the Destruction of European Mankind…’ Above the posting, Zakkout wrote of Duke, “I respect him for his honesty!” ",yes,12.384011980612073,0.6967129613730048,8.628101660691007,153.36375273594334,0.485408950545142
129,701225819,16,"In October 2015, Zakkout posted to Facebook a Duke video, within which Duke makes the wild claim that there has been a “complete takeover of American foreign policy and… American politics by Jewish extremists.” Above the video on Facebook, Zakkout praised Duke, exclaiming “David Duke, a man to believe in!” ",yes,4.675888904068625,0.6967129613730048,3.2577524054048252,21.863937043192085,0.485408950545142
130,701225819,18,"The ADL described the video as “venomous.” Currently, AMANA’s official website contains one more Duke video. ",yes,2.4349425384708825,0.6967129613730048,1.6964560267511501,5.928945165655025,0.485408950545142
131,701225819,22,"On the video, Farrakhan repeatedly refers to Jews as “Satan.” He states to his audience: “Really, they’re not Jews. ",yes,3.0615631071620983,0.6967129613730048,2.1330306988212433,9.373168659136041,0.485408950545142
132,701225819,23,"No, that’s Satan. ",yes,6.199416325727197,0.6967129613730048,4.3192137070815475,38.432762779692894,0.485408950545142
