,ArticleId,SentenceNumber,Sentence,Propaganda,avg_word_sim,avg_sent_sim,x_y,x_2,y_2
5,111111112,25,"""It's embarrassing for this so-called land of democracy and freedom of speech,"" he said. ",yes,12.401333122218078,0.7716427193480687,9.569398413969633,153.7930632082232,0.5954324863228824
1,111111112,11,"He added: ""We condemn all those whose behaviours and views run counter to our shared values and will not stand for extremism in any form."" ",yes,11.799842465968341,0.7716427193480687,9.105262528318631,139.23628222166982,0.5954324863228824
2,111111112,14,"Ms Geller, of the Atlas Shrugs blog, and Mr Spencer, of Jihad Watch, are also co-founders of the American Freedom Defense Initiative, best known for a pro-Israel ""Defeat Jihad"" poster campaign on the New York subway. ",yes,9.822429289007562,0.7716427193480687,7.579406047173912,96.4801171375536,0.5954324863228824
7,111111112,33,"A researcher with the organisation, Matthew Collins, said it was ""delighted"" with the decision. ",yes,10.985355198984607,0.7716427193480687,8.476769358748927,120.67802884785813,0.5954324863228824
6,111111112,27,"""How many hate preachers are living in this country? ",yes,4.148688462172865,0.7716427193480687,3.201305246679027,17.211615956166252,0.5954324863228824
3,111111112,15,"On both of their blogs the pair called their bans from entering the UK ""a striking blow against freedom"" and said the ""the nation that gave the world the Magna Carta is dead"". ",yes,4.056352024325011,0.7716427193480687,3.130054506683195,16.453991745245613,0.5954324863228824
4,111111112,21,"The UK should never become a stage for inflammatory speakers who promote hate."" ",yes,4.818866745354168,0.7716427193480687,3.7184434395610673,23.221476709480267,0.5954324863228824
3963,111111113,19,"At the time of Steinle's death, Garcia Zarate had been convicted of nonviolent drug crimes and deported five times since the early 1990s. ",no,0.23731271987768884,0.8358931384369551,0.1983680742095713,0.05631732701574641,0.6987173388859826
3964,111111113,21,"He faced a sixth deportation in 2015, and was in Justice Department (DOJ) custody that March after serving 46 months in prison for a felony re-entry into the US, but instead of transferring him into the custody of Immigration and Customs Enforcement (ICE) for deportation, the department transferred him to the San Francisco County Jail for prosecution of a 1995 marijuana charge. ",no,0.5982406954360281,0.8358931384369551,0.5000652924487281,0.35789192967578254,0.6987173388859826
3965,111111113,23,"San Francisco prosecutors, who had long ago deprioritized marijuana charges, dismissed the decades-old charge and released Garcia Zarate on April 15, 2015. ",no,0.9370890317396549,0.8358931384369551,0.7833062917357075,0.8781358534067638,0.6987173388859826
3966,111111113,26,"As a result of the case, both the DOJ and the city of San Francisco have changed several policies. ",no,1.137834031439758,0.8358931384369551,0.9511076595605523,1.294666283102452,0.6987173388859826
3967,111111113,27,The DOJ announced in 2016 it would no longer release potentially deportable detainees to local jails without first allowing ICE to take custody. ,no,2.0001200941604442,0.8358931384369551,1.671886662758592,4.000480391064384,0.6987173388859826
3968,111111113,28,"San Francisco, meanwhile, has adjusted its policy to notify ICE if they are releasing suspected undocumented immigrants who face charges of serious or violent felonies. ",no,1.688237587975037,0.8358931384369551,1.4111862158396888,2.850146153451771,0.6987173388859826
10,111111113,24,"Due to San Francisco's policy of limiting cooperation with federal immigration authorities — which some refer to as a ""sanctuary"" policy — the city did not inform ICE when they released Garcia Zarate. ",yes,2.4815502244541308,0.8358931384369551,2.074310805307894,6.158091516488347,0.6987173388859826
3969,111111113,33,But ICE has faced criticism of its own over not seeking a judicial warrant to legally obtain custody of Garcia Zarate when it discovered he had been transferred into San Francisco's custody. ,no,9.325610679138357,0.8358931384369551,7.795213978426146,86.96701453885937,0.6987173388859826
3970,111111113,34,The agency has argued that obtaining judicial warrants are unnecessary and would place too much burden on ICE officials and federal courts. ,no,17.029155122179098,0.8358931384369551,14.234553920008036,289.99212417523864,0.6987173388859826
3971,111111113,36,"Though the agency did issue a request to the city to detain Garcia Zarate until ICE officials could pick him up, their detainer requests are not signed by a judge and are therefore not legally binding. ",no,3.583156509681657,0.8358931384369551,2.9951359403886064,12.839010572874034,0.6987173388859826
3972,111111113,37,"San Francisco's policy is to ignore such requests if they are not accompanied by judge-signed warrants, and the city has cited federal court cases concluding that such detentions violate inmates' Fourth Amendment rights. ",no,2.7139186577854724,0.8358931384369551,2.2685459843189073,7.3653544810761,0.6987173388859826
3973,111111113,40,"President Donald Trump immediately seized on the verdict on Thursday as evidence of the perils of ""Illegal Immigration."" ",no,3.791740995392076,0.8358931384369551,3.169490280778347,14.377299776136892,0.6987173388859826
3974,111111113,41,"Trump frequently villainized Garcia Zarate and cited Steinle's death during his presidential campaign, using the case to bolster his argument for a border wall and aid his crusade against ""sanctuary cities."" ",no,4.8825167261442,0.8358931384369551,4.081262229687602,23.838969581077873,0.6987173388859826
3975,111111113,43,"Early on Friday, Trump also falsely claimed on Twitter that Garcia Zarate had previously committed violent crimes and had illegally entered the US six times due to lax border security under the Obama administration. ",no,3.8193730557417194,0.8358931384369551,3.1925877304254895,14.587610538925839,0.6987173388859826
3976,111111113,48,Trump tweeted. ,no,4.015091422365916,0.8358931384369551,3.356187370152744,16.120959129956358,0.6987173388859826
3962,111111113,18,"Beyond the shooting itself, perhaps the most controversial aspect of Garcia Zarate's case involves his previous criminal activity and history of deportations, and how San Francisco and federal authorities handled his custody before he ever picked up the gun and shot Steinle. ",no,3.378657854826425,0.8358931384369551,2.824196917975531,11.4153288999803,0.6987173388859826
3961,111111113,16,They said Garcia Zarate then threw the weapon into the bay and fled the scene. ,no,5.393083493892719,0.8358931384369551,4.508041487562524,29.085349572098092,0.6987173388859826
3957,111111113,9,The bullet that pierced her back had ricocheted off the concrete ground after it was fired by Garcia Zarate from a handgun belonging to a federal ranger that had been stolen four days earlier. ,no,10.722808192136501,0.8358931384369551,8.963121792582474,114.97861552534965,0.6987173388859826
3959,111111113,13,"Gonzalez told the jury, according to the San Francisco Chronicle, that Garcia Zarate had never handled a firearm before, was frightened by the noise of the gunshot, then flung the weapon into the bay where it was later found by a diver. ",no,4.063395406291722,0.8358931384369551,3.3965643388754936,16.511182227872666,0.6987173388859826
16,111111113,47,"BUILD THE WALL!"" ",yes,7.47013726506298,0.8358931384369551,6.244236483048347,55.802950758882616,0.6987173388859826
15,111111113,46,His exoneration is a complete travesty of justice. ,yes,2.97331527450072,0.8358931384369551,2.4853738363649436,8.84060372157929,0.6987173388859826
14,111111113,45,"""The Kate Steinle killer came back and back over the weakly protected Obama border, always committing crimes and being violent, and yet this info was not used in court. ",yes,7.868434688914685,0.8358931384369551,6.577170566703103,61.912264453715935,0.6987173388859826
13,111111113,39,"Garcia Zarate's deportation and criminal history made him an effective target for immigration hardliners, who argued that Steinle would still be alive were it not for an insecure border and lenient treatment toward suspected undocumented immigrants in local jails. ",yes,10.844323937750227,0.8358931384369551,9.064695970553037,117.59936166686259,0.6987173388859826
12,111111113,31,"""It is unconscionable that politicians across this country continue to endanger the lives of Americans with sanctuary policies while ignoring the harm inflicted on their constituents."" ",yes,9.7560212245317,0.8358931384369551,8.154991200031349,95.17995013351302,0.6987173388859826
11,111111113,30,"""This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets,"" ICE Director Thomas Homan said in a statement on Thursday. ",yes,8.704922422259925,0.8358931384369551,7.27638492339307,75.77567437756359,0.6987173388859826
3960,111111113,15,"Prosecutors, however, alleged that Garcia Zarate brought the weapon to the pier deliberately to do harm, and intentionally aimed and shot Steinle after firmly pulling the trigger. ",no,7.528596198547837,0.8358931384369551,6.293101904428681,56.67976072078894,0.6987173388859826
9,111111113,12,"Lead attorney Matt Gonzalez has argued that the weapon was a SIG Sauer with a ""hair trigger in single-action mode"" — a model well-known for accidental discharges even among experienced shooters. ",yes,11.493352912464204,0.8358931384369551,9.607214837163221,132.0971611704494,0.6987173388859826
3953,111111113,1,Kate Steinle's death at the hands of a Mexican national became a flashpoint in the immigration debate — here's the story behind her killing ,no,7.297669424206305,0.8358931384369551,6.1000717982752155,53.25597902499558,0.6987173388859826
3954,111111113,5,"Garcia Zarate, a 45-year-old Mexican national who was homeless and living in the US illegally when he fired the shot that killed Steinle, was acquitted by a jury on murder and manslaughter charges. ",no,7.46873566690266,0.8358931384369551,6.24306489676329,55.78201246206392,0.6987173388859826
3955,111111113,6,"The jury convicted him of the lesser charge of being a felon in possession of a gun, which carries a maximum sentence of three years in state prison. ",no,14.140910396244646,0.8358931384369551,11.820289971472704,199.9653468346199,0.6987173388859826
3956,111111113,8,"Steinle, 32, was fatally shot while she walked along Pier 14 of the San Francisco Bay with her father in July 2015. ",no,8.499965570237388,0.8358931384369551,7.105062897111793,72.24941469522099,0.6987173388859826
3977,111111113,50,"In fact, Garcia Zarate had never been convicted of a violent crime before Steinle's shooting — his previous convictions were for nonviolent drug crimes and illegal entry. ",no,8.802995457902227,0.8358931384369551,7.358363500952153,77.49272903184725,0.6987173388859826
3958,111111113,11,Garcia Zarate's defense attorneys argued that the shooting was an accident — they said he found the gun wrapped in a T-shirt or cloth under a pier bench and unintentionally discharged it. ,no,105.68963219630433,0.8358931384369551,88.34523835681628,11170.29835379009,0.6987173388859826
8,111111113,3,"The surprise acquittal of Jose Ines Garcia Zarate in the shooting death of San Francisco woman Kate Steinle set off a firestorm of outrage Thursday night, as top conservatives and critics of so-called ""sanctuary cities"" pinned blame for Steinle's death on illegal immigration and insufficiently aggressive deportation policies. ",yes,10.845573653927154,0.8358931384369551,9.065740599730324,117.6264678827588,0.6987173388859826
3979,111111113,53,"In contrast, Steinle's family has expressed nuanced views on immigration and ""sanctuary"" policies. ",no,10.213007063388151,0.8358931384369551,8.536982527094311,104.30551327681626,0.6987173388859826
3978,111111113,51,"Lax border security, too, does not appear to be a factor since Garcia Zarate was caught by border patrol agents each time he entered the country under the Obama administration. ",no,18.926221341117763,0.8358931384369551,15.820298555579406,358.2018542529815,0.6987173388859826
3980,111111113,54,"They have both condemned Trump for ""sensationalizing"" Steinle's death to advance anti-immigration policies, and expressed frustration with San Francisco officials, who they believe went too far in refusing to cooperate with federal immigration authorities. ",no,8.43288043524778,0.8358931384369551,7.048986893082863,71.11347243518479,0.6987173388859826
4004,111111122,39,But there’s an art to minimizing damage. ,no,0.12354843086375417,0.8005437152854956,0.09890591986136295,0.015264214768895843,0.6408702400831047
4005,111111122,43,"Whether that matters in terms of public opinion for Trump is unclear, but it certainly isn’t good for any Republican senators caught up in the middle, along with any other candidates who have had to weigh in only to find the facts as they knew them constantly changing.  ",no,0.382727594148637,0.8005437152854956,0.3063901701620292,0.1464804113228038,0.6408702400831047
4006,111111122,46,"If the nomination had been pulled right after Christine Blasey Ford made her initial assertions about Kavanaugh, the public might have concluded that it wasn’t Trump’s fault that a previously unaired accusation came to light. ",no,0.5913266067252424,0.8005437152854956,0.47338279869499067,0.3496671558211895,0.6408702400831047
4007,111111122,48,"Meanwhile, Trump’s behavior has been as erratic as ever. ",no,1.253096273128721,0.8005437152854956,1.0031583461008744,1.57025026972909,0.6408702400831047
4008,111111122,50,"He sometimes praises Kavanaugh, but also let it be known that he thought the nominee had performed badly in his Fox News interview. ",no,1.3557286629997847,0.8005437152854956,1.0853200607968854,1.8380002076791837,0.6408702400831047
4009,111111122,51,"The White House demanded a final up and down vote on Tuesday; by Wednesday, he was saying that the nomination would die if Kavanaugh didn’t do well before the Judiciary Committee on Thursday. ",no,1.0054871281454707,0.8005437152854956,0.8049364012373184,1.0110043648662261,0.6408702400831047
4010,111111122,54,"A botched nomination matters because allies will be less likely to trust Trump, not just on Supreme Court choices, but on any initiative. ",no,2.8922050645666006,0.8005437152854956,2.3153365877556733,8.364850135504694,0.6408702400831047
4011,111111122,55,"And, for that matter, they’ll be less likely to trust him when he asserts that there’s nothing remaining for Special Counsel Robert Mueller to reveal. ",no,7.5832608880083106,0.8005437152854956,6.070731845265359,57.50584569559659,0.6408702400831047
4012,111111122,56,"Trump’s professional reputation is already terrible, but everything counts. ",no,2.2712591210274415,0.8005437152854956,1.8182422151233772,5.1586179948503466,0.6408702400831047
18,111111122,4,Justice Anthony Kennedy gave President Donald Trump the biggest political gift possible when he announced his resignation in the spring. ,yes,2.3090451743783196,0.8005437152854956,1.8484916026588651,5.331689617319804,0.6408702400831047
4014,111111122,63,"I've argued that too much disclosure is required, and that Democrats (and any wavering Republicans) had more than enough information to make up their mind. ",no,2.090691923674707,0.8005437152854956,1.6736902800959297,4.370992719718647,0.6408702400831047
20,111111122,6,It’s a good example of how badly Trump does his job more than a year and a half into his administration.  ,yes,2.398322357398185,0.8005437152854956,1.9199618904438114,5.751950129995988,0.6408702400831047
4015,111111122,64,I still think that's true. ,no,6.373742035919959,0.8005437152854956,5.102459129706703,40.6245875404531,0.6408702400831047
4016,111111122,66,"In the event, that's not what's causing the trouble, but still it's an example of Trump taking needless risks. ",no,7.295429338119145,0.8005437152854956,5.840310106940704,53.22328922748954,0.6408702400831047
4017,111111122,68,Some have speculated that Kavanaugh would be especially likely to rule in Trump's favor if any cases stemming from the Robert Mueller investigation wind up at the high court. ,no,3.033683978377482,0.8005437152854956,2.4285966430523924,9.203238480664227,0.6408702400831047
4018,111111122,69,Perhaps. ,no,3.811698107787183,0.8005437152854956,3.051430964754645,14.529042464908391,0.6408702400831047
4019,111111122,71,"And if Kavanaugh is really an outlier on that issue, then he won't be in the majority on any future decision anyway. ",no,7.02192794808198,0.8005437152854956,5.621360288024605,49.3074721080548,0.6408702400831047
4020,111111122,72,"So, no, I don't think there's any good reason to think Kavanaugh would be especially helpful to Trump compared to others he could have selected. ",no,16.246405026765906,0.8005437152854956,13.005957440160131,263.9456762937245,0.6408702400831047
17,111111122,1,Kavanaugh Nomination Is Exploding in Trump’s Face ,yes,7.107416975734728,0.8005437152854956,5.689797991837881,50.51537606696219,0.6408702400831047
4003,111111122,38,"Losing a high-profile fight is always going to hurt a president, which is why they should take care to avoid high-risk, low-reward conflicts. ",no,13.452359878694931,0.8005437152854956,10.76920215664798,180.96598630592112,0.6408702400831047
4013,111111122,58,"Trump is hurting himself right now, and will have hurt himself more if Kavanaugh is not confirmed. ",no,23.855122600985194,0.8005437152854956,19.097068475583683,569.0668743080346,0.6408702400831047
4002,111111122,36,"When serious charges of sexual misconduct were raised against Kavanaugh, Trump decided to stick with him instead of moving on to another candidate. ",no,7.462077353453568,0.8005437152854956,5.973719128281478,55.6825984289246,0.6408702400831047
4000,111111122,33,"It’s just very hard to see any upside for Trump in choosing Kavanaugh instead of a safer, but still very conservative, other option. ",no,8.09428541791602,0.8005437152854956,6.4798293210397,65.5174564266879,0.6408702400831047
3981,111111122,3,The president is doubling down on an increasingly risky candidate. ,no,8.836150846860567,0.8005437152854956,7.073725027768837,78.07756178847472,0.6408702400831047
3982,111111122,8,"To begin with, Trump has outsourced his judicial nominations to outside, party-aligned groups, the Heritage Foundation and the Federalist Society. ",no,9.96932969301723,0.8005437152854956,7.980884231354023,99.38753452807501,0.6408702400831047
3983,111111122,9,That included an unusually central role for the Federalist Society’s Leonard Leo. ,no,229.29458293939626,0.8005437152854956,183.5603373211425,52576.00576535167,0.6408702400831047
3984,111111122,11,That wasn’t entirely a Trump mistake. ,no,13.760029351293994,0.8005437152854956,11.015505019322362,189.3384077484722,0.6408702400831047
3985,111111122,13,"The party was worried that Trump might turn out not to be a conservative; to reassure them, he publicly committed to their top goal. ",no,17.092292944846008,0.8005437152854956,13.683127696815088,292.14647811243265,0.6408702400831047
3986,111111122,14,"In some ways, that’s successful coalition-building, and what he’s done in office is just keeping his promises on judges. ",no,8.342352959666774,0.8005437152854956,6.67841823255459,69.59485290366099,0.6408702400831047
3987,111111122,16,"Still, it’s one thing to form an alliance with conservatives; it’s another to turn the whole process over to them. ",no,12.122688145770754,0.8005437152854956,9.704741807462755,146.95956787961074,0.6408702400831047
3988,111111122,17,We don’t know to what extent Kavanaugh was Trump’s choice and to what extent he was manipulated into choosing him. ,no,11.907147347206934,0.8005437152854956,9.532191975784873,141.78015794809713,0.6408702400831047
3989,111111122,19,1 ,no,6.869511432724883,0.8005437152854956,5.499344204549765,47.19018732433787,0.6408702400831047
3990,111111122,21,"Either way, Kavanaugh was a poor choice from the point of view of good presidenting. ",no,7.79252755596548,0.8005437152854956,6.238258961117208,60.723485710481334,0.6408702400831047
3991,111111122,22,The judge was certain to be a highly controversial selection from the start. ,no,288.32351957072274,0.8005437152854956,230.8155815613367,83130.45193764893,0.6408702400831047
3992,111111122,23,"After all, he had been a highly controversial selection for his current circuit court seat, eventually getting confirmed with only four Democratic votes after a long delay. ",no,41.55487887561062,0.8005437152854956,33.266497123320086,1726.8079583666697,0.6408702400831047
3993,111111122,24,"Kavanaugh is a longtime Republican operative, a hard-liner during both the Vince Foster and Monica Lewinsky investigations. ",no,16.59192236226701,0.8005437152854956,13.282559171617729,275.29188767549607,0.6408702400831047
3994,111111122,25,"Nominating him, rather than a conservative with similar views but a different background, was bound to stir up trouble. ",no,11.39150383146255,0.8005437152854956,9.119396799927989,129.76635954222596,0.6408702400831047
3995,111111122,26,"It was also true, as Senate Majority Leader Mitch McConnell reportedly warned, that normal disclosure of Kavanaugh’s record, especially his service during the George W. Bush administration, was going to delay confirmation even more. ",no,307.5706034494889,0.8005437152854956,246.2237135980557,94599.67610628274,0.6408702400831047
3996,111111122,27,"Senate Republicans dealt with that problem by deciding to not bother with any Kavanaugh documents that couldn’t be produced rapidly, which further riled up the Democrats and gave that party some good talking points. ",no,12.616437639886437,0.8005437152854956,10.100009861902457,159.17449872114324,0.6408702400831047
3997,111111122,28,2 ,no,10.206948140309327,0.8005437152854956,8.17110818596961,104.18179033896403,0.6408702400831047
3998,111111122,31,Sometimes it’s worth taking risks. ,no,36.62062417078531,0.8005437152854956,29.316410529754297,1341.0701146579054,0.6408702400831047
3999,111111122,32,Presidents who shy away from anything that’s not a sure thing can fail to exploit opportunities. ,no,6.657310984678287,0.8005437152854956,5.329468469485297,44.319789546718184,0.6408702400831047
4001,111111122,34,3 ,no,9.359784951077453,0.8005437152854956,7.492917019008814,87.60557433041595,0.6408702400831047
19,111111122,5,"Even though not everything that’s gone wrong is Trump’s fault, he has managed to make a complete hash of Brett Kavanaugh’s nomination to fill the empty seat on the court. ",yes,30.731577217540632,0.8005437152854956,24.60197100231307,944.4298382776624,0.6408702400831047
21,111111122,12,His decision during the campaign to release a list of potential justices drafted by Leo reflected the reality-TV star’s weakness as a presidential candidate. ,yes,15.126234240237114,0.8005437152854956,12.109211756958095,228.80296229052166,0.6408702400831047
32,111111122,65,"But it did leave Republicans vulnerable to claims about transparency which were likely to be popular -- most people, and the entire press corps, love transparency -- and vulnerable to bombshells in the documentary record which hadn't been initially disclosed. ",yes,10.541978475670646,0.8005437152854956,8.439314615373105,111.1333101815032,0.6408702400831047
33,111111122,70,"There are plenty of other partisan, conservative judges, and plenty of conservative judges who lean towards an expansive view of presidential powers. ",yes,15.362016592864174,0.8005437152854956,12.297965837528917,235.99155379943423,0.6408702400831047
31,111111122,61,"It's no surprise that someone who hires based on what he thinks someone doing that job should look like, which seems to be based on hazy old-time Hollywood casting, would wind up with fewer women in his administration than any of his recent predecessors. ",yes,13.713118452522261,0.8005437152854956,10.977950794132257,188.04961769290654,0.6408702400831047
30,111111122,60,"And yes, I call it the cut-of-his-jib test quite deliberately. ",yes,34.61263058792705,0.8005437152854956,27.70892388666351,1198.0341962163034,0.6408702400831047
29,111111122,57,"As the political scientist Richard Neustadt said, political elites are constantly evaluating and re-evaluating the president. ",yes,22.19507130049487,0.8005437152854956,17.768124839924642,492.62119003405104,0.6408702400831047
28,111111122,52,"The sum of all this has been, as in many other episodes, that Trump and his White House are a gang that can’t shoot straight and that he’s eager to blame his allies and lash out at his enemies in ugly ways when things go wrong. ",yes,14.44606305388122,0.8005437152854956,11.564704988402605,208.688737756712,0.6408702400831047
27,111111122,49,"First he said that Brasey had to be heard; then he attacked her in terms that were a slur on all women who have been assaulted without immediately reporting it to the police, and he also blamed the Senate for not voting before she came forward. ",yes,62.37028579385749,0.8005437152854956,49.93014031283284,3890.0525500074614,0.6408702400831047
25,111111122,42,"For one thing, the president has made this an extremely high-profile episode by stringing out the process as the accusations against Kavanaugh gained credibility and even multiplied. ",yes,17.865598450783878,0.8005437152854956,14.30219255958932,319.1796080046513,0.6408702400831047
24,111111122,40,And Trump hasn’t learned it yet. ,yes,14.73200226678836,0.8005437152854956,11.793611828249096,217.03189078865736,0.6408702400831047
26,111111122,45,"It’s also the case that the more negative information comes out, the more it appears that the Trump and his White House staff failed to do their jobs in vetting and managing Kavanaugh. ",yes,228.5322895487316,0.8005437152854956,182.95008813804225,52227.007366385296,0.6408702400831047
22,111111122,18,"We have plenty of evidence that Trump is easily manipulated by those around him, and that Kavanaugh is a good fit for Trump’s biases: The judge has Ivy League credentials and he passes Trump’s cut-of-his-jib test by looking the part. ",yes,18.65343705533111,0.8005437152854956,14.932891803118903,347.95071397719977,0.6408702400831047
23,111111122,37,"It’s still not clear that Kavanaugh’s nomination is doomed, but it’s certainly in severe trouble. ",yes,15.960374408183156,0.8005437152854956,12.776977426074488,254.73355124938783,0.6408702400831047
39,111111124,28,The text messages are expected to take longer because of the sheer number involved and the fact that Trump ordered their release without redactions. ,yes,0.1995488076411678,0.8682622469414761,0.17326069609701275,0.03981972663101179,0.7538793294638609
43,111111124,37,"""With respect to some of these materials, I have been previously informed by the FBI and Justice Department that they would consider their release a red line that must not be crossed as they may compromise sources and methods. ",yes,0.36884895041226184,0.8682622469414761,0.32025761846695555,0.1360495482202272,0.7538793294638609
44,111111124,39,"""This is evidently of no consequence to a President who cares about nothing about the country and everything about his narrow self-interest,"" Schiff added. ",yes,0.68168831351646,0.8682622469414761,0.5918842268075469,0.4646989567849154,0.7538793294638609
45,111111124,41,"The president’s order is similar to his February move, when he cleared the way for the Republican-led House Intelligence Committee to release a partisan memo about the surveillance warrant on Carter Page. ",yes,0.7876703960470818,0.8682622469414761,0.6839044679211216,0.6204246528089666,0.7538793294638609
4029,111111124,24,Comey was fired from the bureau in May 2017; McCabe was fired by Attorney General Jeff Sessions in March; Page left the bureau in May; and Strzok was fired last month. ,no,1.1933529380751997,0.8682622469414761,1.036143303407385,1.4240912348127115,0.7538793294638609
4030,111111124,25,"A source familiar with the timing of the declassification told Fox News they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr. ",no,1.866617371937147,0.8682622469414761,1.6207133935381404,3.4842604132175414,0.7538793294638609
42,111111124,36,"""[Trump] has decided to intervene in a pending law enforcement investigation by ordering the selective release of materials he believes are helpful to his defense team and thinks will advance a false narrative,"" Schiff said. ",yes,1.1869815274075683,0.8682622469414761,1.0306112480649205,1.408925146406804,0.7538793294638609
4031,111111124,27,"The source added that the Justice Department is working on a ""compressed timeline"" and they expect the first release of records in days or sooner. ",no,2.05291563002186,0.8682622469414761,1.7824691377040562,4.214462583988051,0.7538793294638609
41,111111124,34,"But Democrats,including the committee’s ranking member, Rep. Adam Schiff, D-Calif., are blasting the declassification order as a “clear abuse of power.” ",yes,1.9454849907250948,0.8682622469414761,1.6891911694378876,3.7849118491366225,0.7538793294638609
40,111111124,30,"Republicans on Capitol Hill, including House Intelligence Committee Chairman Devin Nunes, R-Calif., are touting the president’s order, saying it covers “pretty much everything that he wanted…and the text messages are a bonus,” a source said of Nunes. ",yes,2.325124328468176,0.8682622469414761,2.0188176738540693,5.4062031428345865,0.7538793294638609
38,111111124,23,"The president for months has blasted Strzok and Page for the bias revealed in their text messages, as well as Comey and McCabe for their leadership of the FBI. ",yes,3.595088344364078,0.8682622469414761,3.1214794838306656,12.924660203782448,0.7538793294638609
4033,111111124,42,"Democrats, weeks later, released their own version of the memo. ",no,3.2044573043408042,0.8682622469414761,2.7823092992949725,10.268546615343134,0.7538793294638609
36,111111124,5,The documents Trump ordered declassified involve a renewed Foreign Intelligence Surveillance Act warrant against former campaign aide Carter Page and text messages from disgraced former FBI officials Peter Strzok and Lisa Page. ,yes,2.2700490961593145,0.8682622469414761,1.9709979288987534,5.153122898973721,0.7538793294638609
